EmployeeID,Age,Department,JobLevel,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,PromotionLast5Years,PerformanceRating,TrainingHoursLastYear,Attrition,SalaryBand,ExperienceLevel
EMP4217,33,IT,2,3,9110,3,3,No,3.8,No,2,13,No,Medium,3-5 Years
EMP4218,41,Sales,3,12,9705,1,3,Yes,1,Yes,2,18,No,Medium,6+ Years
EMP4219,22,Sales,1,0,4124,3,2,Yes,15.4,No,1,14,No,Low,0-2 Years
EMP4220,22,Marketing,1,0,4788,3,3,Yes,10.5,No,3,16,No,Low,0-2 Years
EMP4221,46,Sales,2,9,7923,4,4,Yes,7,No,2,7,Yes,Medium,6+ Years
EMP4222,37,Marketing,3,15,11987,3,3,Yes,40.5,No,3,13,No,High,6+ Years
EMP4223,49,IT,3,8,10928,3,3,No,5.8,No,3,16,No,High,6+ Years
EMP4224,24,IT,1,0,6790,2,3,No,2.4,No,3,16,No,Medium,0-2 Years
EMP4225,43,Sales,1,2,5243,5,4,Yes,15.1,No,3,21,No,Medium,0-2 Years
EMP4226,56,Sales,4,21,13550,3,3,No,17.2,No,3,17,No,High,6+ Years
EMP4227,42,Marketing,2,2,7767,5,3,Yes,17.1,No,3,12,No,Medium,0-2 Years
EMP4228,40,Marketing,1,0,4796,4,2,Yes,10.4,No,2,11,No,Low,0-2 Years
EMP4229,38,Finance,1,1,5586,3,2,No,15.2,No,3,14,No,Medium,0-2 Years
EMP4230,22,Finance,1,0,5840,4,3,No,4.4,No,2,23,No,Medium,0-2 Years
EMP4231,51,Marketing,2,10,8375,3,2,No,12.5,No,2,9,No,Medium,6+ Years
EMP4232,31,Sales,2,9,7767,3,3,No,13.7,No,2,11,No,Medium,6+ Years
EMP4233,43,Operations,2,6,6448,4,1,No,20.2,No,3,21,No,Medium,6+ Years
EMP4234,22,Sales,1,0,4886,4,3,No,29.4,No,4,21,No,Low,0-2 Years
EMP4235,26,Sales,1,3,4879,4,3,Yes,14.2,No,3,10,No,Low,3-5 Years
EMP4236,52,Operations,1,0,3997,3,1,No,5,No,3,15,No,Low,0-2 Years
EMP4237,34,Marketing,2,9,7937,3,3,No,2.8,No,3,16,No,Medium,6+ Years
EMP4238,52,Finance,2,6,8267,4,2,Yes,7.5,No,2,16,No,Medium,6+ Years
EMP4239,37,Engineering,2,14,9839,3,1,No,10.2,No,2,16,No,Medium,6+ Years
EMP4240,22,Sales,1,0,4711,4,3,No,36.6,No,4,15,No,Low,0-2 Years
EMP4241,46,Engineering,2,10,9600,2,3,No,11.6,No,2,20,No,Medium,6+ Years
EMP4242,32,Marketing,3,5,9728,4,4,Yes,8.5,No,2,17,No,Medium,3-5 Years
EMP4243,44,Sales,4,21,13657,5,3,Yes,17.4,No,3,16,No,High,6+ Years
EMP4244,38,Finance,3,6,10740,3,3,No,7.3,No,3,14,No,High,6+ Years
EMP4245,22,Operations,1,0,4121,3,2,No,4.1,No,3,20,No,Low,0-2 Years
EMP4246,39,HR,2,6,6474,5,2,No,16.5,No,2,27,No,Medium,6+ Years
EMP4247,59,Operations,1,0,4346,4,2,No,8.7,No,3,16,No,Low,0-2 Years
EMP4248,42,Operations,3,9,8676,5,2,Yes,11,No,3,17,No,Medium,6+ Years
EMP4249,37,Operations,2,4,6906,3,1,Yes,3.3,No,3,13,No,Medium,3-5 Years
EMP4250,48,Finance,2,14,9865,3,2,No,11.1,No,3,11,No,Medium,6+ Years
EMP4251,40,Engineering,3,7,11578,3,2,Yes,3.2,No,2,11,No,High,6+ Years
EMP4252,40,HR,4,18,11328,3,1,No,11.7,No,3,9,No,High,6+ Years
EMP4253,27,Finance,2,2,8571,5,2,No,12.1,No,2,15,No,Medium,0-2 Years
EMP4254,40,Sales,3,14,9871,3,3,No,16.9,No,4,15,No,Medium,6+ Years
EMP4255,48,Finance,2,3,8359,5,4,No,9.9,No,2,20,No,Medium,3-5 Years
EMP4256,29,Marketing,3,5,9988,4,4,No,2.5,No,3,11,No,Medium,3-5 Years
EMP4257,52,Sales,4,24,12962,3,3,No,20.2,No,2,11,No,High,6+ Years
EMP4258,37,Marketing,2,9,7626,3,4,No,7.7,No,2,20,Yes,Medium,6+ Years
EMP4259,29,Sales,1,1,4488,3,3,No,8.7,No,2,16,No,Low,0-2 Years
EMP4260,47,Sales,4,15,12552,4,3,No,1.7,No,3,17,Yes,High,6+ Years
EMP4261,35,Operations,1,1,3614,3,1,No,13.7,No,2,22,No,Low,0-2 Years
EMP4262,45,HR,3,5,7513,4,1,No,2.4,No,3,15,No,Medium,3-5 Years
EMP4263,35,Marketing,1,2,5636,3,1,No,2.4,No,3,16,No,Medium,0-2 Years
EMP4264,37,Engineering,1,0,5465,2,2,Yes,18,No,2,15,No,Medium,0-2 Years
EMP4265,42,Marketing,5,17,16061,3,1,Yes,1.5,No,2,17,Yes,High,6+ Years
EMP4266,40,Sales,3,12,11225,4,2,No,6.1,No,3,9,No,High,6+ Years
EMP4267,22,Finance,1,0,5092,5,3,Yes,1,Yes,3,16,No,Medium,0-2 Years
EMP4268,26,Operations,2,3,7066,4,3,Yes,6.2,No,1,14,No,Medium,3-5 Years
EMP4269,47,Operations,3,11,9373,3,2,No,9.2,No,3,10,No,Medium,6+ Years
EMP4270,36,Sales,1,1,4254,4,3,Yes,2.2,No,3,14,No,Low,0-2 Years
EMP4271,32,Marketing,4,10,13296,3,3,No,10.6,No,2,19,No,High,6+ Years
EMP4272,24,Operations,1,1,4553,4,2,No,6.8,No,1,19,No,Low,0-2 Years
EMP4273,27,Sales,3,5,9445,3,3,No,2.9,No,2,23,No,Medium,3-5 Years
EMP4274,22,Sales,1,0,5672,4,4,Yes,11.7,No,3,13,No,Medium,0-2 Years
EMP4275,36,Operations,1,0,4146,1,4,No,2.9,No,3,15,No,Low,0-2 Years
EMP4276,32,Operations,1,0,4476,3,3,No,7.2,No,2,25,No,Low,0-2 Years
EMP4277,28,Engineering,2,2,8142,5,3,No,5.1,No,3,12,No,Medium,0-2 Years
EMP4278,37,Sales,3,5,8617,3,1,No,4.8,No,3,13,No,Medium,3-5 Years
EMP4279,41,HR,3,12,8959,3,3,No,6.7,No,2,16,No,Medium,6+ Years
EMP4280,58,Engineering,2,8,9705,4,2,No,13.7,No,3,13,No,Medium,6+ Years
EMP4281,22,HR,1,0,3000,2,3,No,9.1,No,2,21,No,Low,0-2 Years
EMP4282,49,Engineering,4,20,16974,3,3,No,9.7,No,3,20,No,High,6+ Years
EMP4283,47,Marketing,3,8,10517,4,4,No,3,No,2,9,No,High,6+ Years
EMP4284,30,Finance,3,7,11208,5,3,No,9.6,No,1,10,No,High,6+ Years
EMP4285,40,Operations,4,16,12664,4,4,No,15.2,No,1,22,No,High,6+ Years
EMP4286,33,Marketing,3,10,11310,2,3,No,3.6,No,3,13,No,High,6+ Years
EMP4287,39,Sales,4,15,12074,4,3,Yes,9.8,No,2,12,No,High,6+ Years
EMP4288,53,Engineering,5,24,18915,3,2,No,1,Yes,3,17,No,High,6+ Years
EMP4289,44,Sales,3,13,10361,4,2,No,24.4,No,1,16,No,High,6+ Years
EMP4290,43,HR,5,19,14025,3,4,No,6.5,No,1,16,No,High,6+ Years
EMP4291,33,IT,4,11,14335,3,3,No,19.5,No,3,26,No,High,6+ Years
EMP4292,23,Marketing,1,1,5594,5,3,No,15.6,No,3,14,No,Medium,0-2 Years
EMP4293,35,Sales,1,3,5803,5,4,No,5.4,Yes,2,19,No,Medium,3-5 Years
EMP4294,50,Engineering,3,12,13094,3,3,No,16.1,No,3,12,No,High,6+ Years
EMP4295,22,Sales,1,0,3702,2,4,No,12.2,No,2,12,No,Low,0-2 Years
EMP4296,27,Sales,1,0,3902,5,1,No,13.4,No,3,20,No,Low,0-2 Years
EMP4297,39,HR,1,1,5141,3,4,No,8,Yes,3,11,Yes,Medium,0-2 Years
EMP4298,28,Engineering,2,5,9204,2,4,Yes,13.4,No,4,15,No,Medium,3-5 Years
EMP4299,30,Sales,2,2,6765,3,4,Yes,2.7,Yes,3,24,No,Medium,0-2 Years
EMP4300,33,Sales,3,9,9734,3,3,Yes,6.5,No,2,16,No,Medium,6+ Years
EMP4301,24,Finance,1,1,6365,2,2,No,26.7,No,3,12,No,Medium,0-2 Years
EMP4302,28,Marketing,1,2,4908,5,2,No,24.3,No,3,19,No,Low,0-2 Years
EMP4303,45,Operations,5,23,14163,3,2,No,20.5,No,2,12,No,High,6+ Years
EMP4304,24,Sales,1,1,4147,3,3,Yes,6.2,No,2,10,No,Low,0-2 Years
EMP4305,22,Operations,1,0,3167,3,3,Yes,2.5,Yes,2,15,No,Low,0-2 Years
EMP4306,31,Marketing,3,7,10255,3,3,No,10.8,No,3,17,No,High,6+ Years
EMP4307,45,Engineering,5,16,17567,3,3,No,2.8,No,2,15,No,High,6+ Years
EMP4308,36,Engineering,2,9,10231,5,2,Yes,6.4,No,2,12,No,High,6+ Years
EMP4309,33,Engineering,3,5,11246,2,1,No,7.6,No,2,16,Yes,High,3-5 Years
EMP4310,38,HR,1,0,3326,5,2,No,12.7,No,3,15,No,Low,0-2 Years
EMP4311,22,Sales,1,0,5027,4,2,No,15.3,No,3,14,Yes,Medium,0-2 Years
EMP4312,42,Operations,3,5,8571,4,3,Yes,5.9,No,2,19,No,Medium,3-5 Years
EMP4313,41,Sales,3,6,8917,2,2,No,5,No,3,17,No,Medium,6+ Years
EMP4314,33,HR,1,1,4095,3,1,No,7.7,No,2,15,No,Low,0-2 Years
EMP4315,48,Engineering,3,8,12300,2,3,Yes,13.5,Yes,3,14,No,High,6+ Years
EMP4316,26,HR,1,0,4850,4,4,No,13.6,No,3,17,No,Low,0-2 Years
EMP4317,49,Operations,3,9,9110,3,2,No,12.9,Yes,2,16,No,Medium,6+ Years
EMP4318,39,IT,2,3,8804,4,4,No,9.2,No,3,14,No,Medium,3-5 Years
EMP4319,34,Sales,1,3,4721,4,4,No,14.5,No,4,10,Yes,Low,3-5 Years
EMP4320,37,Engineering,4,11,14731,4,3,No,5.6,No,2,20,No,High,6+ Years
EMP4321,36,Operations,3,7,6952,2,2,Yes,12.1,Yes,4,18,No,Medium,6+ Years
EMP4322,50,Engineering,1,0,5528,2,2,Yes,4.4,No,3,18,Yes,Medium,0-2 Years
EMP4323,27,Marketing,2,3,6917,5,4,No,28,No,3,13,No,Medium,3-5 Years
EMP4324,30,IT,2,6,8474,3,3,No,17.1,No,2,17,No,Medium,6+ Years
EMP4325,48,Marketing,4,24,14409,3,3,No,13.3,No,3,17,No,High,6+ Years
EMP4326,32,Sales,2,9,7512,3,4,No,6.2,No,3,11,No,Medium,6+ Years
EMP4327,47,Operations,4,22,12007,4,3,No,9.9,No,3,16,No,High,6+ Years
EMP4328,54,IT,4,30,17889,3,3,No,6.5,No,2,17,No,High,6+ Years
EMP4329,33,Finance,1,1,5949,3,3,No,13.9,No,3,16,No,Medium,0-2 Years
EMP4330,44,Engineering,1,0,6103,4,2,No,5.1,No,3,16,No,Medium,0-2 Years
EMP4331,26,IT,1,0,6122,4,2,No,3.9,No,3,10,No,Medium,0-2 Years
EMP4332,45,IT,4,15,14150,4,3,No,12.4,Yes,3,14,No,High,6+ Years
EMP4333,39,IT,2,4,7846,4,4,Yes,1.7,No,3,14,No,Medium,3-5 Years
EMP4334,42,Engineering,3,19,14259,3,3,Yes,3.3,No,2,13,No,High,6+ Years
EMP4335,31,Operations,2,4,7670,2,2,No,20,No,2,16,No,Medium,3-5 Years
EMP4336,22,Finance,1,0,5527,3,2,No,1,No,3,16,No,Medium,0-2 Years
EMP4337,43,Sales,3,9,10575,4,3,Yes,18.4,No,3,18,No,High,6+ Years
EMP4338,22,Marketing,1,0,5000,3,3,No,8.5,No,3,18,Yes,Low,0-2 Years
EMP4339,34,Finance,3,9,10895,3,3,No,4.3,No,2,19,No,High,6+ Years
EMP4340,47,Operations,2,5,7120,2,2,No,11.1,No,3,12,No,Medium,3-5 Years
EMP4341,39,Operations,3,11,8134,2,2,No,9.1,No,2,13,Yes,Medium,6+ Years
EMP4342,57,Sales,4,30,14106,3,4,Yes,8.8,No,3,11,No,High,6+ Years
EMP4343,48,HR,3,9,8136,2,3,No,6.4,No,3,21,No,Medium,6+ Years
EMP4344,31,HR,2,5,5750,3,2,No,36.9,No,2,13,No,Medium,3-5 Years
EMP4345,38,Operations,4,16,11390,4,3,No,4.7,Yes,3,8,No,High,6+ Years
EMP4346,37,Sales,1,1,4795,4,3,Yes,7.7,No,3,15,No,Low,0-2 Years
EMP4347,22,Finance,1,0,6155,1,2,No,8,No,3,11,No,Medium,0-2 Years
EMP4348,28,Marketing,2,2,7820,4,3,No,13.3,No,2,17,No,Medium,0-2 Years
EMP4349,32,IT,1,3,5453,3,2,No,4.4,No,1,14,Yes,Medium,3-5 Years
EMP4350,22,HR,1,0,5144,3,2,No,4.5,No,3,20,No,Medium,0-2 Years
EMP4351,38,Finance,3,5,11273,1,3,No,26.4,No,2,16,No,High,3-5 Years
EMP4352,35,IT,4,11,14430,3,3,No,36.1,No,2,14,No,High,6+ Years
EMP4353,22,Finance,1,0,6172,4,3,No,5.2,No,3,15,No,Medium,0-2 Years
EMP4354,42,Sales,2,12,7639,3,3,Yes,1,No,2,15,No,Medium,6+ Years
EMP4355,45,Sales,3,8,9722,4,3,No,26.3,No,3,8,No,Medium,6+ Years
EMP4356,40,Operations,3,11,8242,3,4,No,4.7,No,2,15,Yes,Medium,6+ Years
EMP4357,34,Engineering,1,1,5996,4,4,No,20,No,4,15,No,Medium,0-2 Years
EMP4358,43,Finance,2,7,9432,2,2,No,7.8,No,2,17,No,Medium,6+ Years
EMP4359,44,Finance,4,17,14420,4,2,Yes,22.4,No,2,14,No,High,6+ Years
EMP4360,41,IT,1,1,5742,3,3,Yes,3.8,No,2,16,No,Medium,0-2 Years
EMP4361,29,HR,3,7,7947,4,3,No,18.9,No,2,15,No,Medium,6+ Years
EMP4362,40,Finance,2,9,8951,3,3,No,8.2,No,3,12,No,Medium,6+ Years
EMP4363,49,Sales,3,8,8794,3,2,Yes,2.9,No,3,16,No,Medium,6+ Years
EMP4364,32,HR,3,7,9040,4,3,Yes,1,No,3,10,No,Medium,6+ Years
EMP4365,58,Sales,2,7,6750,3,3,No,7.5,No,2,11,No,Medium,6+ Years
EMP4366,32,Operations,2,2,6341,3,3,Yes,16.7,No,4,15,Yes,Medium,0-2 Years
EMP4367,38,Operations,1,2,4922,4,2,No,5.6,No,3,14,No,Low,0-2 Years
EMP4368,31,Sales,2,8,7132,2,3,Yes,5.2,No,2,16,No,Medium,6+ Years
EMP4369,40,Engineering,3,12,11871,3,3,Yes,13.9,No,3,9,No,High,6+ Years
EMP4370,22,Finance,1,0,5210,4,3,No,7.6,No,3,14,No,Medium,0-2 Years
EMP4371,32,Finance,2,8,8702,4,3,No,6.8,No,3,21,No,Medium,6+ Years
EMP4372,27,Finance,1,0,5959,2,3,No,9.3,No,3,15,No,Medium,0-2 Years
EMP4373,39,IT,3,11,12016,5,4,No,9.5,No,3,15,No,High,6+ Years
EMP4374,47,Operations,5,22,14221,1,3,No,14.3,No,1,18,No,High,6+ Years
EMP4375,44,Engineering,3,12,11897,5,3,Yes,15,No,3,15,No,High,6+ Years
EMP4376,22,Engineering,1,0,5903,3,3,No,21,No,3,11,No,Medium,0-2 Years
EMP4377,58,Marketing,2,7,8768,4,4,No,6.8,No,3,16,No,Medium,6+ Years
EMP4378,40,Operations,3,14,10208,1,3,No,10.9,Yes,2,18,No,High,6+ Years
EMP4379,30,HR,2,4,5948,4,2,Yes,10.7,No,3,16,No,Medium,3-5 Years
EMP4380,39,Finance,2,12,9915,3,3,No,4.3,No,1,14,No,Medium,6+ Years
EMP4381,39,Sales,4,16,12229,4,3,No,13.1,No,3,13,No,High,6+ Years
EMP4382,31,IT,3,8,11892,4,1,No,2.3,No,3,14,No,High,6+ Years
EMP4383,39,Operations,2,2,6032,4,1,No,16,No,4,17,No,Medium,0-2 Years
EMP4384,31,Engineering,2,9,9266,4,1,No,13.5,Yes,2,14,No,Medium,6+ Years
EMP4385,33,Engineering,1,0,5491,4,1,Yes,3.7,No,3,11,No,Medium,0-2 Years
EMP4386,31,Sales,3,7,9413,4,1,Yes,7.5,No,3,20,No,Medium,6+ Years
EMP4387,23,Operations,1,1,3026,3,4,No,10.8,Yes,1,11,No,Low,0-2 Years
EMP4388,39,Operations,3,11,9742,4,2,No,14.7,No,4,11,No,Medium,6+ Years
EMP4389,43,Marketing,4,16,13279,5,2,Yes,7.5,No,3,11,No,High,6+ Years
EMP4390,43,Sales,2,10,7478,5,4,No,1,Yes,3,14,No,Medium,6+ Years
EMP4391,46,Engineering,3,8,12499,3,3,Yes,15.8,No,3,13,No,High,6+ Years
EMP4392,41,HR,3,14,7916,3,3,No,11.5,No,2,16,No,Medium,6+ Years
EMP4393,32,Engineering,2,8,9831,4,3,Yes,6.5,No,4,13,No,Medium,6+ Years
EMP4394,46,Engineering,3,11,13270,4,1,No,9.7,No,2,14,No,High,6+ Years
EMP4395,24,Sales,2,2,5914,1,4,Yes,12.4,No,3,15,No,Medium,0-2 Years
EMP4396,28,Engineering,1,0,5772,2,4,No,16.1,No,2,13,No,Medium,0-2 Years
EMP4397,28,Finance,2,5,8676,4,3,No,5.8,No,2,20,No,Medium,3-5 Years
EMP4398,48,Operations,2,7,6144,3,3,No,3.6,No,3,14,No,Medium,6+ Years
EMP4399,47,Engineering,3,9,12273,4,3,Yes,4.5,No,3,11,No,High,6+ Years
EMP4400,42,Finance,3,14,13343,4,2,Yes,2.9,No,2,12,No,High,6+ Years
EMP4401,48,Sales,2,3,6913,4,3,Yes,9.7,No,2,15,No,Medium,3-5 Years
EMP4402,29,Marketing,2,4,7747,4,3,No,12.6,No,2,26,No,Medium,3-5 Years
EMP4403,41,IT,3,17,12388,3,2,No,9.2,No,1,11,Yes,High,6+ Years
EMP4404,36,Sales,3,10,10264,2,3,No,13.9,No,4,15,No,High,6+ Years
EMP4405,46,Engineering,2,8,8237,3,3,No,5,No,3,14,No,Medium,6+ Years
EMP4406,36,Sales,3,8,9281,5,3,Yes,4.7,Yes,2,19,No,Medium,6+ Years
EMP4407,34,Marketing,4,11,13107,3,2,No,6.7,No,3,15,No,High,6+ Years
EMP4408,43,Finance,3,7,9700,3,4,No,3.5,Yes,2,14,No,Medium,6+ Years
EMP4409,46,Sales,1,2,3792,4,3,Yes,20,No,2,11,No,Low,0-2 Years
EMP4410,31,Sales,1,4,4361,2,3,No,12.6,No,2,17,No,Low,3-5 Years
EMP4411,37,Operations,1,1,5036,4,3,No,5,No,4,15,No,Medium,0-2 Years
EMP4412,27,HR,3,5,7631,3,2,No,3.9,No,2,18,No,Medium,3-5 Years
EMP4413,22,HR,1,0,4448,3,3,No,27.7,No,2,12,No,Low,0-2 Years
EMP4414,40,IT,2,2,8787,4,2,Yes,12,No,3,15,No,Medium,0-2 Years
EMP4415,44,Engineering,4,16,14769,3,4,No,13.7,No,3,12,No,High,6+ Years
EMP4416,40,Operations,1,3,4455,4,3,No,20.3,Yes,3,19,No,Low,3-5 Years
EMP4417,22,IT,1,0,5685,5,3,No,2.9,No,3,10,No,Medium,0-2 Years
EMP4418,34,Sales,2,4,7155,3,3,No,5,No,3,19,No,Medium,3-5 Years
EMP4419,22,HR,1,0,4113,5,3,No,6,Yes,3,11,No,Low,0-2 Years
EMP4420,51,Marketing,4,27,15017,5,4,No,16.3,No,3,18,No,High,6+ Years
EMP4421,27,Operations,1,1,4932,3,3,No,1,No,3,17,No,Low,0-2 Years
EMP4422,50,Engineering,3,14,13475,3,2,Yes,4.8,No,3,14,No,High,6+ Years
EMP4423,47,Operations,4,18,11215,5,2,Yes,11,No,3,23,No,High,6+ Years
EMP4424,28,IT,1,3,6025,2,4,No,11.6,No,3,10,No,Medium,3-5 Years
EMP4425,26,Operations,2,3,6345,3,4,No,15.1,No,2,15,No,Medium,3-5 Years
EMP4426,41,IT,5,15,17372,3,3,No,10.1,No,3,13,No,High,6+ Years
EMP4427,29,Finance,1,0,5775,4,3,No,4.2,No,2,12,No,Medium,0-2 Years
EMP4428,39,IT,1,4,6586,2,3,No,11.9,No,2,15,No,Medium,3-5 Years
EMP4429,33,Sales,3,10,9897,3,3,Yes,8.4,No,2,16,No,Medium,6+ Years
EMP4430,22,Finance,1,0,5856,2,4,No,1.1,No,2,12,No,Medium,0-2 Years
EMP4431,22,Finance,1,0,5358,2,4,No,10.6,No,2,13,No,Medium,0-2 Years
EMP4432,40,Engineering,1,1,5981,3,3,Yes,7.8,No,2,13,No,Medium,0-2 Years
EMP4433,32,Sales,3,5,9547,3,4,Yes,1.1,No,3,17,No,Medium,3-5 Years
EMP4434,32,Marketing,2,3,7201,4,2,No,6.3,No,3,14,No,Medium,3-5 Years
EMP4435,44,Sales,1,4,5469,3,3,No,11.4,No,3,15,Yes,Medium,3-5 Years
EMP4436,49,Engineering,3,6,11322,3,1,No,9.7,No,3,22,No,High,6+ Years
EMP4437,35,Engineering,2,5,9317,4,4,No,7,No,1,9,No,Medium,3-5 Years
EMP4438,34,IT,3,7,11693,3,4,No,7.5,No,3,10,No,High,6+ Years
EMP4439,43,Engineering,3,21,14274,4,3,No,20.2,No,4,18,No,High,6+ Years
EMP4440,24,Operations,1,1,5145,3,3,No,5.1,No,3,16,No,Medium,0-2 Years
EMP4441,40,Sales,4,13,11350,4,3,No,17.1,No,2,21,No,High,6+ Years
EMP4442,43,HR,2,7,6724,2,3,No,13.9,No,2,17,Yes,Medium,6+ Years
EMP4443,44,Marketing,4,13,13281,5,2,No,15.3,No,3,12,No,High,6+ Years
EMP4444,22,Marketing,1,0,5332,5,3,No,22,Yes,2,13,No,Medium,0-2 Years
EMP4445,30,Operations,2,3,6175,3,2,Yes,7.4,No,2,9,No,Medium,3-5 Years
EMP4446,29,Operations,2,3,6522,3,2,No,6.8,No,2,22,No,Medium,3-5 Years
EMP4447,38,Operations,1,2,4490,4,4,No,7.3,No,2,6,Yes,Low,0-2 Years
EMP4448,42,Engineering,1,0,6369,3,4,No,3.2,No,1,14,No,Medium,0-2 Years
EMP4449,52,Finance,3,28,14060,3,4,No,5.6,Yes,3,15,No,High,6+ Years
EMP4450,33,HR,3,8,8368,4,4,No,5.7,No,2,20,No,Medium,6+ Years
EMP4451,33,Sales,3,8,9435,3,3,Yes,5.7,No,2,22,No,Medium,6+ Years
EMP4452,49,Operations,4,21,12140,3,4,Yes,19,No,1,21,No,High,6+ Years
EMP4453,40,Operations,1,1,3970,1,2,No,35.8,Yes,2,18,No,Low,0-2 Years
EMP4454,50,Engineering,4,15,14786,2,4,Yes,1.1,No,2,12,No,High,6+ Years
EMP4455,40,IT,2,7,9102,3,4,No,8.9,No,2,14,No,Medium,6+ Years
EMP4456,26,Operations,1,1,3982,1,3,No,9.8,Yes,3,10,No,Low,0-2 Years
EMP4457,24,Engineering,1,1,6001,3,3,Yes,16.1,No,4,17,No,Medium,0-2 Years
EMP4458,22,Engineering,1,0,6619,3,2,No,3.2,No,4,13,No,Medium,0-2 Years
EMP4459,44,IT,4,22,15927,2,4,No,11.8,Yes,2,12,No,High,6+ Years
EMP4460,49,Finance,3,12,12328,2,3,No,9.5,No,2,22,No,High,6+ Years
EMP4461,56,Engineering,3,32,15792,1,3,No,7,No,3,19,No,High,6+ Years
EMP4462,46,Marketing,5,18,15559,3,3,No,24.9,No,2,17,No,High,6+ Years
EMP4463,49,Marketing,3,14,10589,2,4,Yes,2.1,No,2,19,No,High,6+ Years
EMP4464,32,HR,1,0,3943,4,2,No,31.9,No,3,9,No,Low,0-2 Years
EMP4465,26,Marketing,1,1,4949,3,1,No,13.2,No,2,20,No,Low,0-2 Years
EMP4466,46,Marketing,1,0,5592,1,2,No,6.4,No,2,16,No,Medium,0-2 Years
EMP4467,42,Finance,4,11,14734,2,3,No,12.5,No,3,22,No,High,6+ Years
EMP4468,39,IT,2,10,10135,5,3,Yes,5.2,No,3,17,No,High,6+ Years
EMP4469,41,IT,3,16,12469,2,3,No,5.8,No,2,8,No,High,6+ Years
EMP4470,41,Finance,2,3,8177,4,2,No,3.6,No,2,31,Yes,Medium,3-5 Years
EMP4471,50,IT,4,28,16846,3,3,Yes,3.7,No,3,9,No,High,6+ Years
EMP4472,50,Operations,3,22,10565,3,2,Yes,16.4,No,2,13,No,High,6+ Years
EMP4473,43,Engineering,2,6,9254,1,4,No,6.1,No,3,13,No,Medium,6+ Years
EMP4474,46,IT,3,11,12023,4,4,Yes,4.9,No,3,10,No,High,6+ Years
EMP4475,43,Sales,3,12,10818,3,1,No,13.2,No,2,13,No,High,6+ Years
EMP4476,33,Engineering,2,4,9164,4,1,No,2.5,No,3,10,No,Medium,3-5 Years
EMP4477,45,Marketing,3,5,10162,5,3,No,14.5,No,3,16,No,High,3-5 Years
EMP4478,24,HR,1,1,4674,3,1,No,6.9,No,2,17,No,Low,0-2 Years
EMP4479,48,Marketing,4,20,14377,5,3,No,15.9,No,3,19,No,High,6+ Years
EMP4480,26,Operations,1,0,4882,2,1,No,11.2,No,2,18,No,Low,0-2 Years
EMP4481,40,Sales,2,13,8064,3,3,Yes,5.7,No,2,17,Yes,Medium,6+ Years
EMP4482,29,IT,1,1,6429,4,3,Yes,15.2,No,3,6,No,Medium,0-2 Years
EMP4483,43,Engineering,2,3,9830,4,3,No,6.8,No,3,16,No,Medium,3-5 Years
EMP4484,37,IT,1,2,5739,3,3,No,3.1,No,2,18,Yes,Medium,0-2 Years
EMP4485,22,Engineering,1,0,5830,3,2,No,39.7,No,2,20,No,Medium,0-2 Years
EMP4486,42,Marketing,3,13,10742,1,4,No,16.5,No,3,22,No,High,6+ Years
EMP4487,32,HR,2,5,7427,2,2,Yes,3.6,No,2,18,No,Medium,3-5 Years
EMP4488,46,Finance,4,22,14868,2,1,No,18.2,No,2,16,No,High,6+ Years
EMP4489,38,Sales,4,14,12055,2,3,No,30,No,3,14,No,High,6+ Years
EMP4490,41,Engineering,2,7,9696,2,4,No,14.1,No,2,19,No,Medium,6+ Years
EMP4491,28,Sales,2,4,6625,2,2,No,27.2,No,3,24,No,Medium,3-5 Years
EMP4492,32,Marketing,2,2,6804,4,3,Yes,13.6,No,3,16,No,Medium,0-2 Years
EMP4493,33,IT,1,2,5690,2,3,Yes,4.7,No,1,10,No,Medium,0-2 Years
EMP4494,46,Sales,3,12,9774,3,1,No,16,Yes,2,13,No,Medium,6+ Years
EMP4495,54,Finance,5,23,17482,2,4,Yes,1.2,No,2,13,No,High,6+ Years
EMP4496,29,Operations,1,0,4921,3,3,No,2.9,No,3,14,No,Low,0-2 Years
EMP4497,48,Sales,2,11,7687,5,1,No,11.8,No,4,18,No,Medium,6+ Years
EMP4498,22,Engineering,1,0,5732,1,2,No,18.6,No,3,21,No,Medium,0-2 Years
EMP4499,26,Sales,2,2,6797,5,1,No,5.4,No,2,14,No,Medium,0-2 Years
EMP4500,28,Engineering,1,0,6145,4,4,Yes,11.9,No,2,16,No,Medium,0-2 Years
EMP4501,24,Sales,1,1,3056,5,3,No,11.3,No,3,8,No,Low,0-2 Years
EMP4502,22,Engineering,1,0,5565,4,4,No,13.2,No,3,16,No,Medium,0-2 Years
EMP4503,42,Engineering,5,17,17897,4,3,Yes,15.5,No,3,20,No,High,6+ Years
EMP4504,35,Operations,3,9,8404,2,2,No,6.1,No,3,12,No,Medium,6+ Years
EMP4505,41,Operations,3,8,9241,4,2,No,13.2,No,2,11,No,Medium,6+ Years
EMP4506,44,Operations,3,5,7562,3,3,No,5.8,No,3,10,No,Medium,3-5 Years
EMP4507,40,Marketing,1,0,5525,3,2,Yes,5.6,No,2,21,Yes,Medium,0-2 Years
EMP4508,44,Engineering,2,4,7942,2,1,No,1.2,No,3,16,No,Medium,3-5 Years
